key,kind,description,units,weight,cross_wires
MI3861488195530,MIN       ,M.ING 7.62X20CM 6.1MM/4.88MM 1.95X5.30M ,HOJ    ,39.26,26
MI3861539148600,MIN       ,M.ING 3X8 6.15MM/3.9MM 1.48X6.00 MT     ,HOJ    ,32.08,29
MI38635403148650,MIN       ,M.ING 3X8 6.35MM/4.03MM 1.48X6.50 MT    ,HOJ    ,36.98,31
MI38635411149320,MIN       ,"M,ING 3X8 6.35/4.11 MM 1.49X3.20 MT     ",HOJ    ,18.3,
MI38635449148297,MIN       ,M.ING 7.62X20.32 6.35MM/4.49MM 1.48X2.97,HOJ    ,17.54,15
MI38635449197115,MIN       ,M.ING 3X8 6.35MM/4.49MM 1.975X1.15      ,HOJ    ,8.91,5
MI38635449236195,MIN       ,M ING7.62X20.32 6.35 MM/4.49MM 2.36X1.95,HOJ    ,17.94,31
MI38664488236220,MIN       ,M.ING 7.62X20.32 6.64MM/4.88MM 2.36X2.20,HOJ    ,22.3,10
MI38664488236440,MIN       ,M.ING 7.62X20.32 6.64MM/4.88MM 2.36X4.40,HOJ    ,44.6,58
MI38667449114829,MIN       ,M.ING no usar***                        ,HOJ    ,19.05,
MI38667449148297,MIN       ,M.ING 7.62X20.32 6.67MM/4.49MM 1.48X2.97,HOJ    ,19.05,15
MI38667449236195,MIN       ,M.ING 7.62X20.32 6.67MM/4.49MM 2.36X1.95,HOJ    ,19.53,10
MI38667488238220,MIN       ,M.ING 7.62X20.32 6.67MM/4.88MM 2.38X2.20,HOJ    ,22.55,10
MI38667499148297,MIN       ,M.ING 7.62X20.32 6.67MM/4.99MM 1.48X2.97,HOJ    ,19.7,14
MI3866M8148490,MIN       ,MALLA INGENIERIA 3X8 6.6MM/8 1.48X4.90  ,HOJ    ,29.79,
MI38672844170600,MIN       ,M.ING 3X8 6.72MM/8.44MM 1.70X6.00       ,HOJ    ,60.69,29
MI38701449172220,MIN       ,M.ING 7.62X20.32 7.01MM/4.49MM 1.72X2.20,HOJ    ,17.69,33
MI387346239705,MIN       ,M.ING 7.62X20.32 7.3MM/4.6MM 2.39X7.05 M,HOJ    ,85,
MI38751460239705,MIN       ,"M.ING 3X8"" 7.51/4.60 MM 239X7.05 M      ",HOJ    ,87.53,34
MI3875146223971,MIN       ,MALLA ING 3X8 7.51/4.62 M 2.39X7.1 M    ,HOJ    ,89.61,
MI38751462239710,MIN       ,"M.ING 3X8"" 8.45MM/5.26 MM 2.39X6.20 M   ",HOJ    ,99.76,
MI387547239925,MIN       ,M.ING 7.62X20.32 7.5/4.7 MM X239X925    ,HOJ    ,117.4,45
MI387547M195605,MIN       ,MALLA ING 3X8 7.5MM/4.7MM 1.95X6.05     ,HOJ    ,44.273,
MI387547M195705,MIN       ,MALLA ING. 3X8 7.5MM/4.7MM  1.95X7.05   ,HOJ    ,44.273,
MI38757488148270,MIN       ,M.ING 7.62X20.32 7.57MM/4.88MM 1.48X2.70,HOJ    ,22.12,14
MI38757488172220,MIN       ,M.ING 7.62X20.32 7.57MM/4.88MM 1.72X2.20,HOJ    ,20.65,
MI38757488238220,MIN       ,M.ING 7.62X20.32 7.57MM/4.88MM 2.38X2.20,HOJ    ,28.65,32
MI38760482391145,MIN       ,M ING 3X8 7.60/4.8 MM 2.39 X11.45 M     ,HOJ    ,150,7
MI3877488236320,MIN       ,M.ING 7.62X20.32 7.7MM/4.88MM 2.36x3.20 ,HOJ    ,41.72,43
MI3877488239587,MIN       ,M.ING 7.62X20.32 7.7MM/4.88MM 2.39x5.87M,HOJ    ,76.53,28
MI387749239590,MIN       ,M.ING 7.62X20.32 7.7/4.9 2.39x5.90      ,HOJ    ,77.39,
MI3879352614827,MIN       ,M.ING 7.62X20.32 7.93MM/5.26MM 1.48x2.70,HOJ    ,24.505,
MI38793526148270,MIN       ,M.ING 7.62X20.32 7.93MM/5.26MM 1.48X2.70,HOJ    ,24.505,35
MI38793526238220,MIN       ,M.ING 7.62X20.32 7.93MM/5.26MM 2.38X2.20,HOJ    ,28.55,11
MI3879M148490,MIN       ,MALLA ING 3*8 7.9MM/8 1.48 4.90         ,HOJ    ,41.32,
MI387M8148550,MIN       ,MALLA INGENIERIA 3*8 7MM/8              ,HOJ    ,37.42,
MI387M8172450,MIN       ,MALLA ING 3*8 7MM/8 1.72 4.50           ,HOJ    ,35.23,
MI387M8172510,MIN       ,MALLA ING 3*8 7MM/8                     ,HOJ    ,39.94,25
MI387M8196450,MIN       ,MALLA INGENIERIA 3*8 7MM/8 1.96 X 4.5   ,HOJ    ,39.87,
MI387M8196510,MIN       ,MALLA INGENIERIA 3*8 7MM/8 1.96 X 5.1   ,HOJ    ,45.2,
MI38840526239621,MIN       ,MALLA ING 3X8 8.40/5.26 M 2.39X6.21 M   ,HOJ    ,94.289,30
MI3884156172220,MIN       ,M.ING 7.62X20.32 8.41MM/5.60MM 1.72X2.20,HOJ    ,24.8,11
MI388454239621,MIN       ,MALLA ING 3X8 8.4MM/5.4MM 2.39X6.21 MTS ,HOJ    ,99.76,
MI38845526239620,MIN       ,MALLA ING 3X8 8.4MM/5.4MM 2.39X6.20 MTS ,HOJ    ,99.76,
MI38851170280,MIN       ,M.ING 7.62X20.32 8MM/5.1MM 1.70X2.80 mts,HOJ    ,29.16,13
MI3887456172220,MIN       ,M.ING 7.62X20.32 8.74MM/5.60MM 1.72X2.20,HOJ    ,27.43,
MI388751239815,MIN       ,M.ING 7.62X20.32 8.7/5.1 MM X 2.39X 8.15,HOJ    ,137.5,40
MI388956239525,MIN       ,M.ING 7.62X20.32 8.9/5.6 2.39x5.25      ,HOJ    ,94.3,
MI38895722395230,MIN       ,M.ING 7.62X20.32 8.9MM/5.72MM 2.39x5.23M,HOJ    ,93.24,11
MI38921607148270,MIN       ,M.ING 7.62X20.32 9.21MM/6.07MM 1.48X2.70,HOJ    ,32.93,14
MI38926586148380,MIN       ,M.ING 7.62X20.32 9.26MM/5.86MM 1.48x3.80,HOJ    ,46.03,18
MI38952607148270,MIN       ,M.ING 7.62X20.32 9.52MM/6.07MM 1.48X2.70,HOJ    ,34.88,35
MI3895M3148490,MIN       ,MALLA INGENIERIA 3X8 9.5MM/3 1.48X4.90  ,HOJ    ,62.73,
MI3896M3148490,MIN       ,MALLA INGENIERIA 3X8 9.6MM/3 1.48X4.90  ,HOJ    ,63.61,
MI389M4172450,MIN       ,MALLA INGENIERIA 3x8 9MM/4 1.72 X 4.50 M,HOJ    ,59.31,
MI391/4/8172450,MIN       ,MALLA INGENIERIA 3X9 1/4/8 1.72 X 4.50 M,HOJ    ,31.11,
MI3956M8172510,MIN       ,MALLA INGENIERIA 3X9 5.6MM/8 1.72 X5.10M,HOJ    ,28.24,
MI399M/4172450,MIN       ,MALLA INGENIERIA 3X9 9MM/4 1.72 X 4.50 M,HOJ    ,61.84,
MI3X1087M4825240,MIN       ,MALLA ING 3X10 8.7 MM/4 DE 8.25 X 2.40 M,HOJ    ,44.273,
MI410004239705,MIN       ,MALLA INGENIERIA 4X10 00/4 2.39 X 7.05 M,HOJ    ,85.36,
MI4101/4/817245,MIN       ,"MALLA INGENIERIA 4X10 1/4""/8 1.72X4.5   ",HOJ    ,22.243,
MI4101/4/8194349,MIN       ,"MALLA INGENIERIA 4X10 1/4""/8 1.94 X 3.49",HOJ    ,20.18,
MI41013/16239523,MIN       ,"MALLA ING 4X10 1/3/16"" 2.39 X 5.23 MTS  ",HOJ    ,47.35,
MI410148239587,MIN       ,"MALLA INGENIERIA 4X10 1/4""/8 2.39 X 5.87",HOJ    ,20.18,
MI41017239470,MIN       ,MALLA INGENIERIA 4X10 1/7 2.39 X 4.70M  ,HOJ    ,41.617,
MI41017239587,MIN       ,MALLA INGENIERIA 4X10 1/7 2.39 X 5.87 M ,HOJ    ,52.06,
MI41017239705,MIN       ,M ING 4X10 1/7 2.39 X 7.05 MTS          ,HOJ    ,62.57,
MI41026430239,MIN       ,MALLA INGENIERIA 4X10 2/6 4.30 X 2.39 MT,HOJ    ,34.17,
MI4103/8/317245,MIN       ,"MALLA INGENIERIA 4X10 3/8""/3 1.72X4.5   ",HOJ    ,50.099,
MI4103/8/3194349,MIN       ,"MALLA INGENIERIA 4X10 3/8""/3 1.94 X 3.49",HOJ    ,45.455,
MI4103/8239587,MIN       ,MALLA ING 4X10 3/8 2.39 X 5.87 MTS      ,HOJ    ,39.281,
MI41046239430,MIN       ,MALLA INGENIERIA 4X10 4/6 2.39 X 4.30 M ,HOJ    ,27.14,
MI41048239430,MIN       ,MALLA INGENIERIA 4X10 4/8 2.39 X 4.30 M ,HOJ    ,25.3,
MI41056239480,MIN       ,MALLA INGENIERIA 4X10 5/6 2.39 X 4.80 M ,HOJ    ,26.68,
MI41058239480,MIN       ,MALLA ING 4X10 5 / 8 2.39 X 4.80 MTS    ,HOJ    ,24.63,
MI41059M6480239,MIN       ,MALLA ING 4X10 5.9MM/6 4.80 X 2.39 MTS  ,HOJ    ,31.25,
MI4106488121590,MIN       ,M.ING 10.16X25.0 6.0MM/4.88MM 1.21X5.90M,HOJ    ,19.93,
MI4107526121525,MIN       ,M.ING 10.16X25.0 7.0MM/5.26MM 1.21X5.25M,HOJ    ,23.32,
MI4107M717251,MIN       ,MALLA INGENIERIA 4X10 7MM/7 1.72X5.1    ,HOJ    ,30.699,
MI4107M7194416,MIN       ,MALLA INGENIERIA 4X10 7MM/7 1.94 X4.16 M,HOJ    ,29.25,
MI4107M7587239,MIN       ,MALLA ING 4X10 7MM/7 5.87 X 2.39 MTS    ,HOJ    ,49.12,9
MI41081M5520239,MIN       ,MALLA ING 4X10 8.1 MM/5 5.20 X 2.39 MTS ,HOJ    ,58.94,
MI41082M5239621,MIN       ,M ING 4X10 8.2MM/5 2.39 X 6.21 MTS      ,HOJ    ,71.95,
MI41082M6239385,MIN       ,MALLA ING  4X10 8.2MM/6 2.39 X 3.85 MTS ,HOJ    ,43.903,
MI4108M5239520,MIN       ,MALLA INGENIERIA 4X10 8MM/5 2.39 X5.20M ,HOJ    ,58.22,
MI41097M3239621,MIN       ,MALLA ING 4X10 9.7MM/3 2.39 X 6.21 MTS  ,HOJ    ,98.54,
MI45117M4239430,MIN       ,M ING 4X5 11.7MM/4 2.39 X 4.30 MTS      ,HOJ    ,103.46,
MI4575M56M350285,MIN       ,MALLA ING 4X5 7.5MM/5.6 MM DE 3.50 X 2.8,HOJ    ,45.74,
MI4611757223943,MIN       ,M ING 4X6 11.75MM/5.72MM 2.39 X 4.30 MTS,HOJ    ,101.51,
MI481/48238349,MIN       ,"MALLA ING 4X8 1/4""/8 2.38 X 3.49 M      ",HOJ    ,25.041,
MI4810M2238349,MIN       ,MALLA INGENIERIA 4*8 10MM/2 2.38X3.49   ,HOJ    ,62.72,
MI48111M124435,MIN       ,MALLA ING. 4X8  11.1MM/1  2.44 X 3.50 M ,HOJ    ,32.178,
MI4817239422,MIN       ,MALLA INGENIERIA 4X8 1/7  2.39 X 4.22M  ,HOJ    ,38.541,
MI482624464,MIN       ,MALLA INGENIERIA 4X8 2/6 2.44 X 6.40 M  ,HOJ    ,53.23,
MI483814,MIN       ,MALLA INGENIERA 4X8 3/8-1/4 2.46 X 7.35 ,HOJ    ,120.67,
MI48382239715,MIN       ,"MALLA INGENIERIA 4X8 3/8""/2  7.15 X2.39m",HOJ    ,32.178,
MI4846,MIN       ,MALLA INGENIERA 4X8 4/6 2.42 X 3.80 MTS ,HOJ    ,25.144,
MI485/1614,MIN       ,MALLA INGENIERA 4X8 5/16-1/4 2.46 X 7.36,HOJ    ,90.6,
MI48516524458,MIN       ,"MALLA INGENIERIA 4X8 5/16""/5 2.44X5.80 M",HOJ    ,66.12,
MI4868,MIN       ,MALLA INGENIERA 4X8 6/8 2.42 X 3.95 MTS ,HOJ    ,18.702,
MI4871M7236416,MIN       ,MALLA INGENIERIA 4X8 7.1MM/7 2.36X4.16M ,HOJ    ,37.21,
MI4874M8236416,MIN       ,MALLA INGENIERIA 4X8 7.4M/8 2.38X4.16   ,HOJ    ,38.47,
MI4874M8238416,MIN       ,MALLA INGENIERIA 4*8 7.4MM/8            ,HOJ    ,38.7,
MI487M8238349,MIN       ,MALLA INGENIERIA 4*8 7MM/8 2.38X3.49    ,HOJ    ,29.54,
MI48816M5239810,MIN       ,MALLA ING 4X8 8.16mm/5  8.10 X 2.39  M  ,HOJ    ,32.178,
MI4882M5239382,MIN       ,MALLA INGENIERIA 4X8 8.2MM/5 2.39 X3.82M,HOJ    ,45.74,
MI4893M3244330,MIN       ,MALLA ING. 4X8  9.3MM/3  2.44 X 3.30 M  ,HOJ    ,38.75,
MI4897M1/4238349,MIN       ,"MALLA ING 4X8 9.7MM/1/4"" 2.38 X 3.49M   ",HOJ    ,59.16,
MI491/4/8194349,MIN       ,MALLA INGENIERIA 4X9 1/4/8 1.94 X 3.49M ,HOJ    ,20.4,
MI493/8/3194349,MIN       ,MALLA INGENIERIA 4X9 3/8/3 1.94 X 3.49 M,HOJ    ,45.77,
MI497M7194416,MIN       ,MALLA INGENIERIA 4X9 7MM/7 1.94 X 4.16 M,HOJ    ,29.4,
MI501044111700,MEL       ,MALLA EN HOJA 50X10 4M/4M 1.11 X 7.00 M ,HOJ    ,9.72,70
MI520619M4111214,MIN       ,MALLA ING 5X20 CM 6.19MM/4.11MM 1.21X4  ,HOJ    ,25.2,
MI66222427312140,MIN       ,M ING 6.6X22 CM/4X2.73MM 1.21X4.00M     ,HOJ    ,8.48,9
MI66224273121440,MIN       ,M ING 6.6X22 CM/4X2.73MM 1.21X4.40M     ,HOJ    ,9.34,28
MI6666230800B,MIN       ,"M ING 6""X6"" /C 6X6 /230 X800 MTS BARBAS ",HOJ    ,29.58,
MI8241156121380,MIN       ,M ING 20.32X5.08 4.11/5.60MM 1.21X3.80M ,HOJ    ,19.94,
MI82449560195395,MIN       ,M ING 20.32x5.08 4.49/5.60MM 1.95x3.95m ,HOJ    ,33.97,
MI8244956121380,MIN       ,M ING 20.32X5.08 4.49/5.60MM 1.21X3.80M ,HOJ    ,20.39,75
MI8244956121760,MIN       ,M ING 20.32X5.08 4.49/5.60MM 1.21X7.60M ,HOJ    ,40.68,149
MI8244956195395,MIN       ,M ING 20.32X5.08 4.49/5.6MM 1.95X3.95M  ,HOJ    ,33.92,52
MI82572572121380,MIN       ,M ING 20.32X5.08 5.72/5.72 1.21X3.80M   ,HOJ    ,22.9,
MI828316148556,MIN       ,"MALLA INGENIERIA 8X2  8/ 3/16"" 1.48X5.56",HOJ    ,27,
MI828560M,MIN       ,MALLA ING 8*2 8/5.60MM A 1.22M*7.68M    ,HOJ    ,41.17,
MI82856122760,MIN       ,MALLA INGENIERIA 8X2 8/5.6MM 1.22 7.60  ,HOJ    ,41.956,
MI8286148556,MIN       ,MALLA INGENIERIA 8*2 8/6 1.48 5.56      ,HOJ    ,28.24,
MI8286172460,MIN       ,MALLA INGENIERIA 8*2 8/6 1.72 4.6       ,HOJ    ,26.96,
MI8286194436,MIN       ,MALLA INGENIERIA 8X2 8/6 1.94 X 4.36 MTS,HOJ    ,29.09,
MI8286196460,MIN       ,MALLA INGENIERIA 8*2 8/6 1.96 X 4.6     ,HOJ    ,30.6,
MI8286236430,MIN       ,MALLA INGENIERIA 8X2  8/6   2.36 X 4.30 ,HOJ    ,34.126,
MI8286236436,MIN       ,MALLA INGENIERIA 8X2 8/6 2.36 4.36      ,HOJ    ,35.6,
MI8286238436,MIN       ,MALLA INGENIERIA 8*2 8/6                ,HOJ    ,35.88,
MI83411572148280,MIN       ,M.ING 20.32X7.62 4.11MM/5.72MM 1.48X2.80,HOJ    ,13.38,36
MI83411607172230,MIN       ,M.ING 20.32X7.62 4.11MM/6.07MM 1.72X2.30,HOJ    ,13.89,
MI83411607236215,MIN       ,M.ING 20.32X7.62 4.11MM/6.07MM 2.36X2.15,HOJ    ,18.25,
MI8344956165478,MIN       ,M ING 8X3  5.6MM/4.49MM 1.65X4.78 M     ,HOJ    ,25.39,62
MI8344956172230,MIN       ,M.ING 20.32X7.62 4.49MM/5.6MM 1.72X2.30 ,HOJ    ,12.89,29
MI8344956228475,MIN       ,M ING 8X3 5.6MM/4.49MM 2.28X4.75M       ,HOJ    ,34.78,62
MI8344956236215,MIN       ,M.ING 20.32X7.62 4.49MM/5.6MM 2.36X2.15 ,HOJ    ,16.4,29
MI8344956236430,MIN       ,M.ING 20.32X7.62 4.49MM/5.6MM 2.36X4.30 ,HOJ    ,32.35,56
MI83449572148280,MIN       ,|M.ING 20.32X7.62 4.49MM/5.72MM 1.48X2.8,HOJ    ,13.84,37
MI83449607220478,MIN       ,M.ING 8X3 6.07/4.49MM 2.20X4.78         ,HOJ    ,37.94,62
MI83449607236215,MIN       ,M.ING 20.32X7.62 4.49MM/6.07MM 2.36X2.15,HOJ    ,18.76,28
MI83449635195475,MIN       ,M ING 8X3 6.35 MM/4.49MM 1.95X475       ,HOJ    ,29.05,62
MI83488757220478,MIN       ,M.ING 8X3 7.57MM/4.88MM 2.20X4.78       ,HOJ    ,56.57,62
MI838/56M172450,MIN       ,MALLA ING 8X3 8/5.60MM 1.72 X 4.60 M    ,HOJ    ,25.47,
MI838560M172460,MIN       ,MALLA INGENIERIA 8X3 8/5.60 MM 1.72X 4.6,HOJ    ,24.27,
MIG105631496,MIN       ,"MALLA GALV CAL 6 40""X120""               ",HOJ    ,9.89,127
MIG1066250,MIN       ,"MALLA GALV CAL 6 40""X96""                ",HOJ    ,7.95,128
MIG4441102244,PASAJUNTAS,MALLA GALV 4X4 4.11 102X244             ,HOJ    ,5.45,
MIG44411102304,PASAJUNTAS,MALLA GALV 4X4 4.11 102X304             ,HOJ    ,6.09,
MIG4447102244,PASAJUNTAS,MALLA GALV 4X4 4.7 102X244              ,HOJ    ,7.63,
MIG44471102304,PASAJUNTAS,MALLA GALV 4X4 4.7 102X304              ,HOJ    ,8.55,
MR31/8,MEL       ,MALLA EN ROLLO 3*3  1/8 1/8 1.22 * 20.00,RL     ,124.39,
MR331010,MEL       ,MALLA EN ROLLO 3*3  10/10 1.22 * 40.00 M,RL     ,98.23,546
MR38,MEL       ,MALLA EN ROLLO 3*3  8/8 1.25 * 40.00 M  ,RL     ,124.39,
MR46,MEL       ,MALLA EN ROLLO 4*4 6/6 2.50 * 40.00 M   ,RL     ,293.6,
MR610,MEL       ,MALLA EN ROLLO 6*6 10/10 2.50 * 40.00 M ,RL     ,82,254
MR6105,MEL       ,MALLA EN ROLLO 6*6 10.5/10.5 2.50*40.00M,RL     ,73.77,254
MR610F,MFE       ,MALLA FERRETERA 6*6 10/10 1.25 * 20.00 M,RL     ,20.4,128
MR610MAQMITT,MEL       ,MALLA EN ROLLO 6*6 10/10 2.50 * 40.00 M ,KG     ,1,254
MR610M_MQ,MAQ       ,MAQUILA MALLA EN ROLLO 6X6 10/10 2.5X40 ,KG     ,1,254
MR64,MEL       ,MALLA EN ROLLO 6*6 4/4 2.50 * 40.00 M   ,RL     ,235,254
MR64MAQMITT,MEL       ,MALLA EN ROLLO 6*6 4/4 2.50 * 40.00 M   ,KG     ,1,254
MR64M_MQ,MAQ       ,MAQUILA MALLA EN ROLLO 6X6 4/4 2.5X40   ,KG     ,1,
MR65,MEL       ,MALLA EN ROLLO 6*6 6.5/6.5 2.5 * 40 M   ,RL     ,163.06,254
MR66,MEL       ,MALLA EN ROLLO 6*6 6/6 2.50 * 40.00 M   ,RL     ,172,254
MR66M_MQ,MAQ       ,MAQUILA MALLA EN ROLLO 6X6 6/6 2.5X40   ,KG     ,1,254
MR68,MEL       ,MALLA EN ROLLO 6*6 8/8 2.50 * 40.00 M   ,RL     ,120,254
MR68M_MQ,MAQ       ,MAQUILA MALLA EN ROLLO 6X6 8/8 2.5X40   ,KG     ,1,254
MRSEG,MEL       ,MALLA  EN ROLLO SEGUNDA                 ,KG     ,1,
MT26,MTU       ,MALLA TUBERA 4*10 2/6 2.44 * 41.00 MTS  ,RL     ,317.19,165
MT46,MTU       ,MALLA TUBERA 4*10 4/6 2.44 * 82.00 MTS  ,RL     ,497.75,165
MT46100,MTU       ,MALLA TUBERA 4*10 4/6 2.44 100 MTS      ,RL     ,248.875,165
MT48,MTU       ,MALLA TUBERA 4*10 4/8 2.44 * 82.00 MTS  ,RL     ,458.63,
MT68,MTU       ,MALLA TUBERA 4*10 6/8 2.44 * 82.00 MTS. ,RL     ,362.03,330
MT68100,MTU       ,MALLA TUBERA 4*10 6/8 2.44 * 41.0 MTS   ,RL     ,181.015,
MT86,MTU       ,MALLA TUBERA 4*10 8/6 2.44 * 82.00 MTS. ,RL     ,305.5,
MR66MAQMITTAL,MEL       ,MALLA EN ROLLO 6*6 8/8 2.50 * 40.00 M   ,KG     ,1,264
MR68MAQMITTAL,MEL       ,MALLA EN ROLLO 6*6 6/6 2.50 * 40.00 M   ,KG     ,1,264
M310793526239924,MIN       ,M.ING 3X10 7.93/5.26 MM 2.39X9.24 MT,HOJ    ,129.44,36
M310916575239815,MIN       ,M.ING 3X10 9.16/5.75 2.39X8.15          ,HOJ    ,170.61,35
MH1550M11111,MIN       ,MALLA EN HOJA 15X50 4M/4M 1.10 X 11.00 M,HOJ    ,11.17,22
MI83449619236325,MIN       ,M ING 8X3 4.49/6.19 MM 2.36 X 325 MT    ,HOJ    ,28.76,45
MI38619449236620,MIN       ,M ING 3X8 6.19/4.49 236X6.20 M          ,KG     ,58.38,31
MI38619449238285,MIN       ,M ING 3X8 6.19/4.49 2.38X2.85 M         ,HOJ    ,25.93,37
MI38619449238325,MIN       ,M ING 3X8 6.19/4.49 2.38X3.25 M         ,HOJ    ,29.24,37
MI38811526238325,MIN       ,M ING 3X8 8.11/5.26 2.36X3.25 M         ,HOJ    ,48.56,37
MI40405722601200,MIN       ,M.ING 40X40 5.72MM/5.72MM 2.60X12.00    ,PZA,33.13,30
M384494491975118,MIN       ,M ING 3X8 4.49/4.49 MM 1.975 X 1.18 MT  ,PZA,5.27,15
M334494491975118,MIN       ,M ING 3X3 4.49/4.49 MM 1.975 X 1.18 MT  ,PZA,7.72,15
M339216351975115,MIN       ,M ING 3X3 9.21/6.35 MM 1.975 X 1.15 MT  ,PZA,23.44,15
MI310822522391005,MIN       ,M ING 3 X 10 8.20/5.22 2.39 X 10.05,PZA,145.41,45
MI3107134522391148,MIN       ,M ING 3 X 10 7.13/4.52 2.39 X 11.48,PZA    ,124.82,46
MI1525794482235600,MIN       ,M ING 15 X 25  7.94/4.82MM 2.35 X 6.00 M,PZA,45.81,25
